ORIGINAL	0.923	5.126122423191378	11.584	40.664	
all	0.926	4.839118196437361	10.547	33.424	
no	0.921	4.8647750531284615	10.504	30.656	
only	0.926	4.944761896315113	10.686	28.955	
not	0.918	4.633607003266886	10.294	30.425	
I	0.923	4.8947835231009025	10.803	37.980	
We	0.924	5.029516441957311	10.260	30.167	
your	0.924	4.986137569102062	11.675	36.484	
go	0.927	4.9797032993290005	11.247	36.760	
market	0.924	4.871296320094788	11.681	41.941	
now	0.924	4.9524881113998775	10.765	34.559	
right	0.924	4.886611334354972	10.891	37.670	
more	0.925	5.04688729026578	10.033	36.336	
percent	0.925	4.795626746861235	11.073	37.582	
what	0.924	4.928020897606084	10.171	30.764	
still	0.928	4.979841651096877	10.277	28.933	
going	0.925	5.097119401361254	10.970	28.703	
many	0.925	4.863723763159833	10.917	37.247	
did	0.923	5.028264643477748	10.689	35.451	
last	0.927	5.02367627620697	10.590	35.843	
even	0.929	4.984282013019397	11.203	35.765	
have	0.926	5.089415720112742	10.832	34.673	
you	0.924	4.801895995396461	10.086	28.096	
me	0.926	4.763662913408853	9.994	27.824	
any	0.926	5.059817663246449	10.612	33.129	
team	0.925	4.8774532116539495	11.831	37.264	
has	0.927	5.069244042884284	10.305	32.608	
well	0.925	5.036570278695839	10.138	29.317	
say	0.924	5.037169305173953	9.434	25.785	
should	0.925	5.042573704646867	11.019	33.540	
says	0.921	5.024235712280726	10.238	34.432	
will	0.926	4.9956542387743506	11.243	34.219	
such	0.927	5.074406433670728	10.769	35.307	
just	0.924	5.040335991844901	10.130	28.600	
S	0.924	4.9714078663972145	10.575	36.818	
much	0.925	4.977897007923627	10.267	31.258	
if	0.924	5.007081077423871	10.841	34.206	
would	0.925	5.050596300370606	10.953	33.248	
need	0.923	5.065158867664402	11.626	38.234	
part	0.926	5.0197813252490215	10.765	35.999	
which	0.928	5.0251284490491654	10.702	31.127	
said	0.921	5.007865789580608	9.622	27.097	
very	0.925	5.034447955540133	11.602	36.761	
some	0.925	4.968949467221324	9.345	24.421	
also	0.926	4.981046936857206	10.422	33.984	
don	0.924	4.9520125760555675	12.276	45.376	
most	0.927	4.986825613729233	10.166	27.680	
had	0.925	5.069669783064917	10.939	32.840	
so	0.925	5.0708757043389525	10.181	33.546	
The	0.926	5.068244427164967	9.255	25.345	
than	0.927	5.045965431707578	11.056	36.508	
