ORIGINAL	0.923	5.126122417034082	10.692	32.821	
all	0.926	4.839118221369363	10.428	29.388	
no	0.921	4.864775065392584	10.715	31.416	
only	0.926	4.944761899343292	11.494	33.588	
not	0.918	4.633607001601388	10.514	34.054	
I	0.923	4.894783542279366	11.208	45.511	
last	0.927	5.023676275803213	10.255	31.227	
after	0.928	5.031785133831789	10.062	31.450	
percent	0.925	4.795626766292045	10.946	30.394	
both	0.925	4.81513707966849	10.366	31.382	
S	0.924	4.97140788385971	11.066	36.157	
market	0.924	4.87129634921577	10.224	33.038	
should	0.925	5.042573705252503	10.387	34.315	
just	0.924	5.040335990027994	10.115	28.517	
still	0.928	4.97984165069312	11.850	38.130	
even	0.929	4.9842819900052415	10.876	33.194	
also	0.926	4.98104695452158	10.943	33.673	
will	0.926	4.995654230295451	10.479	30.100	
We	0.924	5.029516445893942	10.139	29.799	
most	0.927	4.986825615748018	9.838	31.228	
well	0.925	5.0365702695103645	10.620	30.810	
since	0.927	4.976046996738424	10.126	32.437	
don	0.924	4.952012597555634	12.290	39.176	
say	0.924	5.037169301742018	11.091	38.452	
would	0.925	5.050596299361214	11.664	38.371	
more	0.925	5.046887288852631	10.067	32.262	
take	0.926	5.0384643581537345	10.654	30.551	
much	0.925	4.977896987533892	10.474	29.353	
many	0.925	4.8637237602325945	10.251	31.230	
had	0.925	5.069669766813694	11.626	36.190	
were	0.924	5.043156846310505	12.015	36.081	
to	0.927	5.008123148355718	10.854	36.647	
me	0.926	4.763662909068464	9.474	29.165	
than	0.927	5.0459654311019415	10.131	31.685	
part	0.926	5.019781340490853	10.993	35.891	
It	0.923	4.972183253581397	10.732	31.519	
did	0.923	5.0282646468087435	11.116	35.464	
which	0.928	5.0251284514717085	10.949	37.343	
A	0.922	4.980663411098451	10.972	34.782	
such	0.927	5.074406449518196	11.409	40.613	
have	0.926	5.089415728894459	10.615	32.614	
has	0.927	5.069244028248089	10.530	35.462	
very	0.925	5.034447959375826	10.880	31.816	
so	0.925	5.070875692831875	9.955	31.706	
The	0.926	5.068244421916125	10.443	32.745	
if	0.924	5.007081099226755	10.797	33.361	
was	0.923	4.982819024634301	11.453	37.546	
